id,ide,E,ƒË,t
2551,2551,210000,0.3,1
2552,2552,210000,0.3,1
2553,2553,210000,0.3,1
2554,2554,210000,0.3,1
2555,2555,210000,0.3,1
2556,2556,210000,0.3,1
2557,2557,210000,0.3,1
2558,2558,210000,0.3,1
2559,2559,210000,0.3,1
2560,2560,210000,0.3,1
2561,2561,210000,0.3,1
2562,2562,210000,0.3,1
2563,2563,210000,0.3,1
2564,2564,210000,0.3,1
2565,2565,210000,0.3,1
2566,2566,210000,0.3,1
2567,2567,210000,0.3,1
2568,2568,210000,0.3,1
2569,2569,210000,0.3,1
2570,2570,210000,0.3,1
2571,2571,210000,0.3,1
2572,2572,210000,0.3,1
2573,2573,210000,0.3,1
2574,2574,210000,0.3,1
2575,2575,210000,0.3,1
2576,2576,210000,0.3,1
2577,2577,210000,0.3,1
2578,2578,210000,0.3,1
2579,2579,210000,0.3,1
2580,2580,210000,0.3,1
2581,2581,210000,0.3,1
2582,2582,210000,0.3,1
2583,2583,210000,0.3,1
2584,2584,210000,0.3,1
2585,2585,210000,0.3,1
2586,2586,210000,0.3,1
2587,2587,210000,0.3,1
2588,2588,210000,0.3,1
2589,2589,210000,0.3,1
2590,2590,210000,0.3,1
2591,2591,210000,0.3,1
2592,2592,210000,0.3,1
2593,2593,210000,0.3,1
2594,2594,210000,0.3,1
2595,2595,210000,0.3,1
2596,2596,210000,0.3,1
2597,2597,210000,0.3,1
2598,2598,210000,0.3,1
2599,2599,210000,0.3,1
2600,2600,210000,0.3,1
2601,2601,210000,0.3,1
2602,2602,210000,0.3,1
2603,2603,210000,0.3,1
2604,2604,210000,0.3,1
2605,2605,210000,0.3,1
2606,2606,210000,0.3,1
2607,2607,210000,0.3,1
2608,2608,210000,0.3,1
2609,2609,210000,0.3,1
2610,2610,210000,0.3,1
2611,2611,210000,0.3,1
2612,2612,210000,0.3,1
2613,2613,210000,0.3,1
2614,2614,210000,0.3,1
2615,2615,210000,0.3,1
2616,2616,210000,0.3,1
2617,2617,210000,0.3,1
2618,2618,210000,0.3,1
2619,2619,210000,0.3,1
2620,2620,210000,0.3,1
2621,2621,210000,0.3,1
2622,2622,210000,0.3,1
2623,2623,210000,0.3,1
2624,2624,210000,0.3,1
2625,2625,210000,0.3,1
2626,2626,210000,0.3,1
2627,2627,210000,0.3,1
2628,2628,210000,0.3,1
2629,2629,210000,0.3,1
2630,2630,210000,0.3,1
2631,2631,210000,0.3,1
2632,2632,210000,0.3,1
2633,2633,210000,0.3,1
2634,2634,210000,0.3,1
2635,2635,210000,0.3,1
2636,2636,210000,0.3,1
2637,2637,210000,0.3,1
2638,2638,210000,0.3,1
2639,2639,210000,0.3,1
2640,2640,210000,0.3,1
2641,2641,210000,0.3,1
2642,2642,210000,0.3,1
2643,2643,210000,0.3,1
2644,2644,210000,0.3,1
2645,2645,210000,0.3,1
2646,2646,210000,0.3,1
2647,2647,210000,0.3,1
2648,2648,210000,0.3,1
2649,2649,210000,0.3,1
2650,2650,210000,0.3,1
2651,2651,210000,0.3,1
2652,2652,210000,0.3,1
2653,2653,210000,0.3,1
2654,2654,210000,0.3,1
2655,2655,210000,0.3,1
2656,2656,210000,0.3,1
2657,2657,210000,0.3,1
2658,2658,210000,0.3,1
2659,2659,210000,0.3,1
2660,2660,210000,0.3,1
2661,2661,210000,0.3,1
2662,2662,210000,0.3,1
2663,2663,210000,0.3,1
2664,2664,210000,0.3,1
2665,2665,210000,0.3,1
2666,2666,210000,0.3,1
2667,2667,210000,0.3,1
2668,2668,210000,0.3,1
2669,2669,210000,0.3,1
2670,2670,210000,0.3,1
2671,2671,210000,0.3,1
2672,2672,210000,0.3,1
2673,2673,210000,0.3,1
2674,2674,210000,0.3,1
2675,2675,210000,0.3,1
2676,2676,210000,0.3,1
2677,2677,210000,0.3,1
2678,2678,210000,0.3,1
2679,2679,210000,0.3,1
2680,2680,210000,0.3,1
2681,2681,210000,0.3,1
2682,2682,210000,0.3,1
2683,2683,210000,0.3,1
2684,2684,210000,0.3,1
2685,2685,210000,0.3,1
2686,2686,210000,0.3,1
2687,2687,210000,0.3,1
2688,2688,210000,0.3,1
2689,2689,210000,0.3,1
2690,2690,210000,0.3,1
2691,2691,210000,0.3,1
2692,2692,210000,0.3,1
2693,2693,210000,0.3,1
2694,2694,210000,0.3,1
2695,2695,210000,0.3,1
2696,2696,210000,0.3,1
2697,2697,210000,0.3,1
2698,2698,210000,0.3,1
2699,2699,210000,0.3,1
2700,2700,210000,0.3,1
2701,2701,210000,0.3,1
2702,2702,210000,0.3,1
2703,2703,210000,0.3,1
2704,2704,210000,0.3,1
2705,2705,210000,0.3,1
2706,2706,210000,0.3,1
2707,2707,210000,0.3,1
2708,2708,210000,0.3,1
2709,2709,210000,0.3,1
2710,2710,210000,0.3,1
2711,2711,210000,0.3,1
2712,2712,210000,0.3,1
2713,2713,210000,0.3,1
2714,2714,210000,0.3,1
2715,2715,210000,0.3,1
2716,2716,210000,0.3,1
2717,2717,210000,0.3,1
2718,2718,210000,0.3,1
2719,2719,210000,0.3,1
2720,2720,210000,0.3,1
2721,2721,210000,0.3,1
2722,2722,210000,0.3,1
2723,2723,210000,0.3,1
2724,2724,210000,0.3,1
2725,2725,210000,0.3,1
2726,2726,210000,0.3,1
2727,2727,210000,0.3,1
2728,2728,210000,0.3,1
2729,2729,210000,0.3,1
2730,2730,210000,0.3,1
2731,2731,210000,0.3,1
2732,2732,210000,0.3,1
2733,2733,210000,0.3,1
2734,2734,210000,0.3,1
2735,2735,210000,0.3,1
2736,2736,210000,0.3,1
2737,2737,210000,0.3,1
2738,2738,210000,0.3,1
2739,2739,210000,0.3,1
2740,2740,210000,0.3,1
2741,2741,210000,0.3,1
2742,2742,210000,0.3,1
2743,2743,210000,0.3,1
2744,2744,210000,0.3,1
2745,2745,210000,0.3,1
2746,2746,210000,0.3,1
2747,2747,210000,0.3,1
2748,2748,210000,0.3,1
2749,2749,210000,0.3,1
2750,2750,210000,0.3,1
2751,2751,210000,0.3,1
2752,2752,210000,0.3,1
2753,2753,210000,0.3,1
2754,2754,210000,0.3,1
2755,2755,210000,0.3,1
2756,2756,210000,0.3,1
2757,2757,210000,0.3,1
2758,2758,210000,0.3,1
2759,2759,210000,0.3,1
2760,2760,210000,0.3,1
2761,2761,210000,0.3,1
2762,2762,210000,0.3,1
2763,2763,210000,0.3,1
2764,2764,210000,0.3,1
2765,2765,210000,0.3,1
2766,2766,210000,0.3,1
2767,2767,210000,0.3,1
2768,2768,210000,0.3,1
2769,2769,210000,0.3,1
2770,2770,210000,0.3,1
2771,2771,210000,0.3,1
2772,2772,210000,0.3,1
2773,2773,210000,0.3,1
2774,2774,210000,0.3,1
2775,2775,210000,0.3,1
2776,2776,210000,0.3,1
2777,2777,210000,0.3,1
2778,2778,210000,0.3,1
2779,2779,210000,0.3,1
2780,2780,210000,0.3,1
2781,2781,210000,0.3,1
2782,2782,210000,0.3,1
2783,2783,210000,0.3,1
2784,2784,210000,0.3,1
2785,2785,210000,0.3,1
2786,2786,210000,0.3,1
2787,2787,210000,0.3,1
2788,2788,210000,0.3,1
2789,2789,210000,0.3,1
2790,2790,210000,0.3,1
2791,2791,210000,0.3,1
2792,2792,210000,0.3,1
2793,2793,210000,0.3,1
2794,2794,210000,0.3,1
2795,2795,210000,0.3,1
2796,2796,210000,0.3,1
2797,2797,210000,0.3,1
2798,2798,210000,0.3,1
2799,2799,210000,0.3,1
2800,2800,210000,0.3,1
2801,2801,210000,0.3,1
2802,2802,210000,0.3,1
2803,2803,210000,0.3,1
2804,2804,210000,0.3,1
2805,2805,210000,0.3,1
2806,2806,210000,0.3,1
2807,2807,210000,0.3,1
2808,2808,210000,0.3,1
2809,2809,210000,0.3,1
2810,2810,210000,0.3,1
2811,2811,210000,0.3,1
2812,2812,210000,0.3,1
2813,2813,210000,0.3,1
2814,2814,210000,0.3,1
2815,2815,210000,0.3,1
2816,2816,210000,0.3,1
2817,2817,210000,0.3,1
2818,2818,210000,0.3,1
2819,2819,210000,0.3,1
2820,2820,210000,0.3,1
2821,2821,210000,0.3,1
2822,2822,210000,0.3,1
2823,2823,210000,0.3,1
2824,2824,210000,0.3,1
2825,2825,210000,0.3,1
2826,2826,210000,0.3,1
2827,2827,210000,0.3,1
2828,2828,210000,0.3,1
2829,2829,210000,0.3,1
2830,2830,210000,0.3,1
2831,2831,210000,0.3,1
2832,2832,210000,0.3,1
2833,2833,210000,0.3,1
2834,2834,210000,0.3,1
2835,2835,210000,0.3,1
2836,2836,210000,0.3,1
2837,2837,210000,0.3,1
2838,2838,210000,0.3,1
2839,2839,210000,0.3,1
2840,2840,210000,0.3,1
2841,2841,210000,0.3,1
2842,2842,210000,0.3,1
2843,2843,210000,0.3,1
2844,2844,210000,0.3,1
2845,2845,210000,0.3,1
2846,2846,210000,0.3,1
2847,2847,210000,0.3,1
2848,2848,210000,0.3,1
2849,2849,210000,0.3,1
2850,2850,210000,0.3,1
2851,2851,210000,0.3,1
2852,2852,210000,0.3,1
2853,2853,210000,0.3,1
2854,2854,210000,0.3,1
2855,2855,210000,0.3,1
2856,2856,210000,0.3,1
2857,2857,210000,0.3,1
2858,2858,210000,0.3,1
2859,2859,210000,0.3,1
2860,2860,210000,0.3,1
2861,2861,210000,0.3,1
2862,2862,210000,0.3,1
2863,2863,210000,0.3,1
2864,2864,210000,0.3,1
2865,2865,210000,0.3,1
2866,2866,210000,0.3,1
2867,2867,210000,0.3,1
2868,2868,210000,0.3,1
2869,2869,210000,0.3,1
2870,2870,210000,0.3,1
2871,2871,210000,0.3,1
2872,2872,210000,0.3,1
2873,2873,210000,0.3,1
2874,2874,210000,0.3,1
2875,2875,210000,0.3,1
2876,2876,210000,0.3,1
2877,2877,210000,0.3,1
2878,2878,210000,0.3,1
2879,2879,210000,0.3,1
2880,2880,210000,0.3,1
2881,2881,210000,0.3,1
2882,2882,210000,0.3,1
2883,2883,210000,0.3,1
2884,2884,210000,0.3,1
2885,2885,210000,0.3,1
2886,2886,210000,0.3,1
2887,2887,210000,0.3,1
2888,2888,210000,0.3,1
2889,2889,210000,0.3,1
2890,2890,210000,0.3,1
2891,2891,210000,0.3,1
2892,2892,210000,0.3,1
2893,2893,210000,0.3,1
2894,2894,210000,0.3,1
2895,2895,210000,0.3,1
2896,2896,210000,0.3,1
2897,2897,210000,0.3,1
2898,2898,210000,0.3,1
2899,2899,210000,0.3,1
2900,2900,210000,0.3,1
2901,2901,210000,0.3,1
2902,2902,210000,0.3,1
2903,2903,210000,0.3,1
2904,2904,210000,0.3,1
2905,2905,210000,0.3,1
2906,2906,210000,0.3,1
2907,2907,210000,0.3,1
2908,2908,210000,0.3,1
2909,2909,210000,0.3,1
2910,2910,210000,0.3,1
2911,2911,210000,0.3,1
2912,2912,210000,0.3,1
2913,2913,210000,0.3,1
2914,2914,210000,0.3,1
2915,2915,210000,0.3,1
2916,2916,210000,0.3,1
2917,2917,210000,0.3,1
2918,2918,210000,0.3,1
2919,2919,210000,0.3,1
2920,2920,210000,0.3,1
2921,2921,210000,0.3,1
2922,2922,210000,0.3,1
2923,2923,210000,0.3,1
2924,2924,210000,0.3,1
2925,2925,210000,0.3,1
2926,2926,210000,0.3,1
2927,2927,210000,0.3,1
2928,2928,210000,0.3,1
2929,2929,210000,0.3,1
2930,2930,210000,0.3,1
2931,2931,210000,0.3,1
2932,2932,210000,0.3,1
2933,2933,210000,0.3,1
2934,2934,210000,0.3,1
2935,2935,210000,0.3,1
2936,2936,210000,0.3,1
2937,2937,210000,0.3,1
2938,2938,210000,0.3,1
2939,2939,210000,0.3,1
2940,2940,210000,0.3,1
2941,2941,210000,0.3,1
2942,2942,210000,0.3,1
2943,2943,210000,0.3,1
2944,2944,210000,0.3,1
2945,2945,210000,0.3,1
2946,2946,210000,0.3,1
2947,2947,210000,0.3,1
2948,2948,210000,0.3,1
2949,2949,210000,0.3,1
2950,2950,210000,0.3,1
2951,2951,210000,0.3,1
2952,2952,210000,0.3,1
2953,2953,210000,0.3,1
2954,2954,210000,0.3,1
2955,2955,210000,0.3,1
2956,2956,210000,0.3,1
2957,2957,210000,0.3,1
2958,2958,210000,0.3,1
2959,2959,210000,0.3,1
2960,2960,210000,0.3,1
2961,2961,210000,0.3,1
2962,2962,210000,0.3,1
2963,2963,210000,0.3,1
2964,2964,210000,0.3,1
2965,2965,210000,0.3,1
2966,2966,210000,0.3,1
2967,2967,210000,0.3,1
2968,2968,210000,0.3,1
2969,2969,210000,0.3,1
2970,2970,210000,0.3,1
2971,2971,210000,0.3,1
2972,2972,210000,0.3,1
2973,2973,210000,0.3,1
2974,2974,210000,0.3,1
2975,2975,210000,0.3,1
2976,2976,210000,0.3,1
2977,2977,210000,0.3,1
2978,2978,210000,0.3,1
2979,2979,210000,0.3,1
2980,2980,210000,0.3,1
2981,2981,210000,0.3,1
2982,2982,210000,0.3,1
2983,2983,210000,0.3,1
2984,2984,210000,0.3,1
2985,2985,210000,0.3,1
2986,2986,210000,0.3,1
2987,2987,210000,0.3,1
2988,2988,210000,0.3,1
2989,2989,210000,0.3,1
2990,2990,210000,0.3,1
2991,2991,210000,0.3,1
2992,2992,210000,0.3,1
2993,2993,210000,0.3,1
2994,2994,210000,0.3,1
2995,2995,210000,0.3,1
2996,2996,210000,0.3,1
2997,2997,210000,0.3,1
2998,2998,210000,0.3,1
2999,2999,210000,0.3,1
3000,3000,210000,0.3,1
3001,3001,210000,0.3,1
3002,3002,210000,0.3,1
3003,3003,210000,0.3,1
3004,3004,210000,0.3,1
3005,3005,210000,0.3,1
3006,3006,210000,0.3,1
3007,3007,210000,0.3,1
3008,3008,210000,0.3,1
3009,3009,210000,0.3,1
3010,3010,210000,0.3,1
3011,3011,210000,0.3,1
3012,3012,210000,0.3,1
3013,3013,210000,0.3,1
3014,3014,210000,0.3,1
3015,3015,210000,0.3,1
3016,3016,210000,0.3,1
3017,3017,210000,0.3,1
3018,3018,210000,0.3,1
3019,3019,210000,0.3,1
3020,3020,210000,0.3,1
3021,3021,210000,0.3,1
3022,3022,210000,0.3,1
3023,3023,210000,0.3,1
3024,3024,210000,0.3,1
3025,3025,210000,0.3,1
3026,3026,210000,0.3,1
3027,3027,210000,0.3,1
3028,3028,210000,0.3,1
3029,3029,210000,0.3,1
3030,3030,210000,0.3,1
3031,3031,210000,0.3,1
3032,3032,210000,0.3,1
3033,3033,210000,0.3,1
3034,3034,210000,0.3,1
3035,3035,210000,0.3,1
3036,3036,210000,0.3,1
3037,3037,210000,0.3,1
3038,3038,210000,0.3,1
3039,3039,210000,0.3,1
3040,3040,210000,0.3,1
3041,3041,210000,0.3,1
3042,3042,210000,0.3,1
3043,3043,210000,0.3,1
3044,3044,210000,0.3,1
3045,3045,210000,0.3,1
3046,3046,210000,0.3,1
3047,3047,210000,0.3,1
3048,3048,210000,0.3,1
3049,3049,210000,0.3,1
3050,3050,210000,0.3,1
3051,3051,210000,0.3,1
3052,3052,210000,0.3,1
3053,3053,210000,0.3,1
3054,3054,210000,0.3,1
3055,3055,210000,0.3,1
3056,3056,210000,0.3,1
3057,3057,210000,0.3,1
3058,3058,210000,0.3,1
3059,3059,210000,0.3,1
3060,3060,210000,0.3,1
3061,3061,210000,0.3,1
3062,3062,210000,0.3,1
3063,3063,210000,0.3,1
3064,3064,210000,0.3,1
3065,3065,210000,0.3,1
3066,3066,210000,0.3,1
3067,3067,210000,0.3,1
3068,3068,210000,0.3,1
3069,3069,210000,0.3,1
3070,3070,210000,0.3,1
3071,3071,210000,0.3,1
3072,3072,210000,0.3,1
3073,3073,210000,0.3,1
3074,3074,210000,0.3,1
3075,3075,210000,0.3,1
3076,3076,210000,0.3,1
3077,3077,210000,0.3,1
3078,3078,210000,0.3,1
3079,3079,210000,0.3,1
3080,3080,210000,0.3,1
3081,3081,210000,0.3,1
3082,3082,210000,0.3,1
3083,3083,210000,0.3,1
3084,3084,210000,0.3,1
3085,3085,210000,0.3,1
3086,3086,210000,0.3,1
3087,3087,210000,0.3,1
3088,3088,210000,0.3,1
3089,3089,210000,0.3,1
3090,3090,210000,0.3,1
3091,3091,210000,0.3,1
3092,3092,210000,0.3,1
3093,3093,210000,0.3,1
3094,3094,210000,0.3,1
3095,3095,210000,0.3,1
3096,3096,210000,0.3,1
3097,3097,210000,0.3,1
3098,3098,210000,0.3,1
3099,3099,210000,0.3,1
3100,3100,210000,0.3,1
3101,3101,210000,0.3,1
3102,3102,210000,0.3,1
3103,3103,210000,0.3,1
3104,3104,210000,0.3,1
3105,3105,210000,0.3,1
3106,3106,210000,0.3,1
3107,3107,210000,0.3,1
3108,3108,210000,0.3,1
3109,3109,210000,0.3,1
3110,3110,210000,0.3,1
3111,3111,210000,0.3,1
3112,3112,210000,0.3,1
3113,3113,210000,0.3,1
3114,3114,210000,0.3,1
3115,3115,210000,0.3,1
3116,3116,210000,0.3,1
3117,3117,210000,0.3,1
3118,3118,210000,0.3,1
3119,3119,210000,0.3,1
3120,3120,210000,0.3,1
3121,3121,210000,0.3,1
3122,3122,210000,0.3,1
3123,3123,210000,0.3,1
3124,3124,210000,0.3,1
3125,3125,210000,0.3,1
3126,3126,210000,0.3,1
3127,3127,210000,0.3,1
3128,3128,210000,0.3,1
3129,3129,210000,0.3,1
3130,3130,210000,0.3,1
3131,3131,210000,0.3,1
3132,3132,210000,0.3,1
3133,3133,210000,0.3,1
3134,3134,210000,0.3,1
3135,3135,210000,0.3,1
3136,3136,210000,0.3,1
3137,3137,210000,0.3,1
3138,3138,210000,0.3,1
3139,3139,210000,0.3,1
3140,3140,210000,0.3,1
3141,3141,210000,0.3,1
3142,3142,210000,0.3,1
3143,3143,210000,0.3,1
3144,3144,210000,0.3,1
3145,3145,210000,0.3,1
3146,3146,210000,0.3,1
3147,3147,210000,0.3,1
3148,3148,210000,0.3,1
3149,3149,210000,0.3,1
3150,3150,210000,0.3,1
3151,3151,210000,0.3,1
3152,3152,210000,0.3,1
3153,3153,210000,0.3,1
3154,3154,210000,0.3,1
3155,3155,210000,0.3,1
3156,3156,210000,0.3,1
3157,3157,210000,0.3,1
3158,3158,210000,0.3,1
3159,3159,210000,0.3,1
3160,3160,210000,0.3,1
3161,3161,210000,0.3,1
3162,3162,210000,0.3,1
3163,3163,210000,0.3,1
3164,3164,210000,0.3,1
3165,3165,210000,0.3,1
3166,3166,210000,0.3,1
3167,3167,210000,0.3,1
3168,3168,210000,0.3,1
3169,3169,210000,0.3,1
3170,3170,210000,0.3,1
3171,3171,210000,0.3,1
3172,3172,210000,0.3,1
3173,3173,210000,0.3,1
3174,3174,210000,0.3,1
3175,3175,210000,0.3,1
3176,3176,210000,0.3,1
3177,3177,210000,0.3,1
3178,3178,210000,0.3,1
3179,3179,210000,0.3,1
3180,3180,210000,0.3,1
3181,3181,210000,0.3,1
3182,3182,210000,0.3,1
3183,3183,210000,0.3,1
3184,3184,210000,0.3,1
3185,3185,210000,0.3,1
3186,3186,210000,0.3,1
3187,3187,210000,0.3,1
3188,3188,210000,0.3,1
3189,3189,210000,0.3,1
3190,3190,210000,0.3,1
3191,3191,210000,0.3,1
3192,3192,210000,0.3,1
3193,3193,210000,0.3,1
3194,3194,210000,0.3,1
3195,3195,210000,0.3,1
3196,3196,210000,0.3,1
3197,3197,210000,0.3,1
3198,3198,210000,0.3,1
3199,3199,210000,0.3,1
3200,3200,210000,0.3,1
3201,3201,210000,0.3,1
3202,3202,210000,0.3,1
3203,3203,210000,0.3,1
3204,3204,210000,0.3,1
3205,3205,210000,0.3,1
3206,3206,210000,0.3,1
3207,3207,210000,0.3,1
3208,3208,210000,0.3,1
3209,3209,210000,0.3,1
3210,3210,210000,0.3,1
3211,3211,210000,0.3,1
3212,3212,210000,0.3,1
3213,3213,210000,0.3,1
3214,3214,210000,0.3,1
3215,3215,210000,0.3,1
3216,3216,210000,0.3,1
3217,3217,210000,0.3,1
3218,3218,210000,0.3,1
3219,3219,210000,0.3,1
3220,3220,210000,0.3,1
3221,3221,210000,0.3,1
3222,3222,210000,0.3,1
3223,3223,210000,0.3,1
3224,3224,210000,0.3,1
3225,3225,210000,0.3,1
3226,3226,210000,0.3,1
3227,3227,210000,0.3,1
3228,3228,210000,0.3,1
3229,3229,210000,0.3,1
3230,3230,210000,0.3,1
3231,3231,210000,0.3,1
3232,3232,210000,0.3,1
3233,3233,210000,0.3,1
3234,3234,210000,0.3,1
3235,3235,210000,0.3,1
3236,3236,210000,0.3,1
3237,3237,210000,0.3,1
3238,3238,210000,0.3,1
3239,3239,210000,0.3,1
3240,3240,210000,0.3,1
3241,3241,210000,0.3,1
3242,3242,210000,0.3,1
3243,3243,210000,0.3,1
3244,3244,210000,0.3,1
3245,3245,210000,0.3,1
3246,3246,210000,0.3,1
3247,3247,210000,0.3,1
3248,3248,210000,0.3,1
3249,3249,210000,0.3,1
3250,3250,210000,0.3,1
3251,3251,210000,0.3,1
3252,3252,210000,0.3,1
3253,3253,210000,0.3,1
3254,3254,210000,0.3,1
3255,3255,210000,0.3,1
3256,3256,210000,0.3,1
3257,3257,210000,0.3,1
3258,3258,210000,0.3,1
3259,3259,210000,0.3,1
3260,3260,210000,0.3,1
3261,3261,210000,0.3,1
3262,3262,210000,0.3,1
3263,3263,210000,0.3,1
3264,3264,210000,0.3,1
3265,3265,210000,0.3,1
3266,3266,210000,0.3,1
3267,3267,210000,0.3,1
3268,3268,210000,0.3,1
3269,3269,210000,0.3,1
3270,3270,210000,0.3,1
3271,3271,210000,0.3,1
3272,3272,210000,0.3,1
3273,3273,210000,0.3,1
3274,3274,210000,0.3,1
3275,3275,210000,0.3,1
3276,3276,210000,0.3,1
3277,3277,210000,0.3,1
3278,3278,210000,0.3,1
3279,3279,210000,0.3,1
3280,3280,210000,0.3,1
3281,3281,210000,0.3,1
3282,3282,210000,0.3,1
3283,3283,210000,0.3,1
3284,3284,210000,0.3,1
3285,3285,210000,0.3,1
3286,3286,210000,0.3,1
3287,3287,210000,0.3,1
3288,3288,210000,0.3,1
3289,3289,210000,0.3,1
3290,3290,210000,0.3,1
3291,3291,210000,0.3,1
3292,3292,210000,0.3,1
3293,3293,210000,0.3,1
3294,3294,210000,0.3,1
3295,3295,210000,0.3,1
3296,3296,210000,0.3,1
3297,3297,210000,0.3,1
3298,3298,210000,0.3,1
3299,3299,210000,0.3,1
3300,3300,210000,0.3,1
3301,3301,210000,0.3,1
3302,3302,210000,0.3,1
3303,3303,210000,0.3,1
3304,3304,210000,0.3,1
3305,3305,210000,0.3,1
3306,3306,210000,0.3,1
3307,3307,210000,0.3,1
3308,3308,210000,0.3,1
3309,3309,210000,0.3,1
3310,3310,210000,0.3,1
3311,3311,210000,0.3,1
3312,3312,210000,0.3,1
3313,3313,210000,0.3,1
3314,3314,210000,0.3,1
3315,3315,210000,0.3,1
3316,3316,210000,0.3,1
3317,3317,210000,0.3,1
3318,3318,210000,0.3,1
3319,3319,210000,0.3,1
3320,3320,210000,0.3,1
3321,3321,210000,0.3,1
3322,3322,210000,0.3,1
3323,3323,210000,0.3,1
3324,3324,210000,0.3,1
3325,3325,210000,0.3,1
3326,3326,210000,0.3,1
3327,3327,210000,0.3,1
3328,3328,210000,0.3,1
3329,3329,210000,0.3,1
3330,3330,210000,0.3,1
3331,3331,210000,0.3,1
3332,3332,210000,0.3,1
3333,3333,210000,0.3,1
3334,3334,210000,0.3,1
3335,3335,210000,0.3,1
3336,3336,210000,0.3,1
3337,3337,210000,0.3,1
3338,3338,210000,0.3,1
3339,3339,210000,0.3,1
3340,3340,210000,0.3,1
3341,3341,210000,0.3,1
3342,3342,210000,0.3,1
3343,3343,210000,0.3,1
3344,3344,210000,0.3,1
3345,3345,210000,0.3,1
3346,3346,210000,0.3,1
3347,3347,210000,0.3,1
3348,3348,210000,0.3,1
3349,3349,210000,0.3,1
3350,3350,210000,0.3,1
3351,3351,210000,0.3,1
3352,3352,210000,0.3,1
3353,3353,210000,0.3,1
3354,3354,210000,0.3,1
3355,3355,210000,0.3,1
3356,3356,210000,0.3,1
3357,3357,210000,0.3,1
3358,3358,210000,0.3,1
3359,3359,210000,0.3,1
3360,3360,210000,0.3,1
3361,3361,210000,0.3,1
3362,3362,210000,0.3,1
3363,3363,210000,0.3,1
3364,3364,210000,0.3,1
3365,3365,210000,0.3,1
3366,3366,210000,0.3,1
3367,3367,210000,0.3,1
3368,3368,210000,0.3,1
3369,3369,210000,0.3,1
3370,3370,210000,0.3,1
3371,3371,210000,0.3,1
3372,3372,210000,0.3,1
3373,3373,210000,0.3,1
3374,3374,210000,0.3,1
3375,3375,210000,0.3,1
3376,3376,210000,0.3,1
3377,3377,210000,0.3,1
3378,3378,210000,0.3,1
3379,3379,210000,0.3,1
3380,3380,210000,0.3,1
3381,3381,210000,0.3,1
3382,3382,210000,0.3,1
3383,3383,210000,0.3,1
3384,3384,210000,0.3,1
3385,3385,210000,0.3,1
3386,3386,210000,0.3,1
3387,3387,210000,0.3,1
3388,3388,210000,0.3,1
3389,3389,210000,0.3,1
3390,3390,210000,0.3,1
3391,3391,210000,0.3,1
3392,3392,210000,0.3,1
3393,3393,210000,0.3,1
3394,3394,210000,0.3,1
3395,3395,210000,0.3,1
3396,3396,210000,0.3,1
3397,3397,210000,0.3,1
3398,3398,210000,0.3,1
3399,3399,210000,0.3,1
3400,3400,210000,0.3,1
3401,3401,210000,0.3,1
3402,3402,210000,0.3,1
3403,3403,210000,0.3,1
3404,3404,210000,0.3,1
3405,3405,210000,0.3,1
3406,3406,210000,0.3,1
3407,3407,210000,0.3,1
3408,3408,210000,0.3,1
3409,3409,210000,0.3,1
3410,3410,210000,0.3,1
3411,3411,210000,0.3,1
3412,3412,210000,0.3,1
3413,3413,210000,0.3,1
3414,3414,210000,0.3,1
3415,3415,210000,0.3,1
3416,3416,210000,0.3,1
3417,3417,210000,0.3,1
3418,3418,210000,0.3,1
3419,3419,210000,0.3,1
3420,3420,210000,0.3,1
3421,3421,210000,0.3,1
3422,3422,210000,0.3,1
3423,3423,210000,0.3,1
3424,3424,210000,0.3,1
3425,3425,210000,0.3,1
3426,3426,210000,0.3,1
3427,3427,210000,0.3,1
3428,3428,210000,0.3,1
3429,3429,210000,0.3,1
3430,3430,210000,0.3,1
3431,3431,210000,0.3,1
3432,3432,210000,0.3,1
3433,3433,210000,0.3,1
3434,3434,210000,0.3,1
3435,3435,210000,0.3,1
3436,3436,210000,0.3,1
3437,3437,210000,0.3,1
3438,3438,210000,0.3,1
3439,3439,210000,0.3,1
3440,3440,210000,0.3,1
3441,3441,210000,0.3,1
3442,3442,210000,0.3,1
3443,3443,210000,0.3,1
3444,3444,210000,0.3,1
3445,3445,210000,0.3,1
3446,3446,210000,0.3,1
3447,3447,210000,0.3,1
3448,3448,210000,0.3,1
3449,3449,210000,0.3,1
3450,3450,210000,0.3,1
3451,3451,210000,0.3,1
3452,3452,210000,0.3,1
3453,3453,210000,0.3,1
3454,3454,210000,0.3,1
3455,3455,210000,0.3,1
3456,3456,210000,0.3,1
3457,3457,210000,0.3,1
3458,3458,210000,0.3,1
3459,3459,210000,0.3,1
3460,3460,210000,0.3,1
3461,3461,210000,0.3,1
3462,3462,210000,0.3,1
3463,3463,210000,0.3,1
3464,3464,210000,0.3,1
3465,3465,210000,0.3,1
3466,3466,210000,0.3,1
3467,3467,210000,0.3,1
3468,3468,210000,0.3,1
3469,3469,210000,0.3,1
3470,3470,210000,0.3,1
3471,3471,210000,0.3,1
3472,3472,210000,0.3,1
3473,3473,210000,0.3,1
3474,3474,210000,0.3,1
3475,3475,210000,0.3,1
3476,3476,210000,0.3,1
3477,3477,210000,0.3,1
3478,3478,210000,0.3,1
3479,3479,210000,0.3,1
3480,3480,210000,0.3,1
3481,3481,210000,0.3,1
3482,3482,210000,0.3,1
